Company,Image,employerprofile_employerrating_lq_zl,jobcard_seolink_r4hue_URL,Title,Location,Salary,Description,Salary1,mlxsm,Description2,dflex
Aeyon3.9 ★,https://media.glassdoor.com/sql/6664716/aeyon-squareLogo-1642518202882.png,3.9 ★,"https://www.glassdoor.com/job-listing/data-scientist-2177-aeyon-JV_KO0,19_KE20,25.htm?jl=1008937392508",Data Scientist #2177,"Alexandria, VA",$100K - $125K (Employer est.),"Expertise in data and systems engineering tools (e.g., Databricks and Trifacta) to efficiently process, clean, and manipulate data for analysis.…",(Employer est.),Easy Apply,data,2d
Eurofins USA BioPharma Services3.3 ★,https://media.glassdoor.com/sql/25113/eurofins-scientific-squarelogo-1618479071476.png,3.3 ★,"https://www.glassdoor.com/job-listing/entry-level-scientist-data-review-eurofins-usa-biopharma-services-JV_KO0,33_KE34,65.htm?jl=1008933147120",Entry Level Scientist - Data Review,"Columbia, MO",$65K - $101K (Glassdoor est.),"Bachelor’s degree in relevant field such as chemistry, biochemistry, biology, chemical engineering, pharmaceutical sciences, or other directly related field or……",(Glassdoor est.),Easy Apply,,4d
Datasync Techonlogies Inc4.9 ★,https://media.glassdoor.com/sql/1289207/datasync-technologies-squarelogo-1599749940708.png,4.9 ★,"https://www.glassdoor.com/job-listing/data-scientist-datasync-techonlogies-inc-JV_KO0,14_KE15,40.htm?jl=1007885751895",Data Scientist,"Herndon, VA",$94K - $134K (Glassdoor est.),"Act as a technical thought leader in collaboration with the analytics team, helping to set the strategy and standards for data science and advanced analytics.…",(Glassdoor est.),Easy Apply,data,30d+
Praxis Precision Medicines2.6 ★,https://media.glassdoor.com/sql/4602952/praxis-ma-squarelogo-1628841941992.png,2.6 ★,"https://www.glassdoor.com/job-listing/data-scientist-praxis-precision-medicines-JV_KO0,14_KE15,41.htm?jl=1008920210628",Data Scientist,"Charlestown, MA",$80K - $90K (Employer est.),"Bachelor's or Master's degree in Data Science, Computer Science, Statistics, Mathematics or a related field. To round out this world-class total rewards package……",(Employer est.),Easy Apply,Data,11d
Uber3.9 ★,https://media.glassdoor.com/sql/575263/uber-squarelogo-1537216184790.png,3.9 ★,"https://www.glassdoor.com/job-listing/marketing-data-scientist-ii-audience-insights-uber-JV_KO0,45_KE46,50.htm?jl=1008932014611",Marketing Data Scientist II - Audience Insights,"San Francisco, CA",$140K (Employer est.),Facilitate the development of self-serve tools and dashboards to enable Marketing and other internal customers to do their own exploratory audience research and……,(Employer est.),,,4d
Big Bright International,https://media.glassdoor.com/sql/4771574/big-bright-international-squarelogo-1636536741977.png,,"https://www.glassdoor.com/job-listing/data-scientist-big-bright-international-JV_KO0,14_KE15,39.htm?jl=1006066771416",DATA SCIENTIST,"Chicago, IL",$85K - $127K (Glassdoor est.),"Data Scientist at various unanticipated client locations throughout the US to lead data assessment, modeling and forecast for big size multi-national companies;……",(Glassdoor est.),Easy Apply,Data,30d+
Think Bioscience,,,"https://www.glassdoor.com/job-listing/scientist-sr-pr-data-scientist-think-bioscience-JV_KO0,30_KE31,47.htm?jl=1008921143861",Scientist Sr/Pr - Data Scientist,"Boulder, CO",$100K - $180K (Employer est.),Create clear and informative visualizations to communicate complex data and analysis results effectively to both technical and non-technical stakeholders.…,(Employer est.),Easy Apply,data,11d
HCSC,https://media.glassdoor.com/sql/7427481/hcsc-enterprise-squarelogo-1658314240610.png,,"https://www.glassdoor.com/job-listing/sr-dir-data-science-head-of-ai-innovation-lab-hcsc-JV_KO0,45_KE46,50.htm?jl=1008791069317",Sr Dir Data Science - Head of AI Innovation Lab,"Chicago, IL",,"Bachelor's degree and 7 years of work experience in a mathematical, statistical, computer science, engineering, physics, economics, or related quantitative……",,,,30d+
"Clarity Innovations, LLC4.8 ★",https://media.glassdoor.com/sql/2035069/clarity-innovations-md-squareLogo-1614617565221.png,4.8 ★,"https://www.glassdoor.com/job-listing/data-scientist-ft-clarity-innovations-llc-JV_KO0,17_KE18,41.htm?jl=1007924090981",Data Scientist (FT),"Annapolis Junction, MD",$88K - $137K (Glassdoor est.),"Requires experience with data visualization, statistical analysis, scripting, and the AMOD tool suite. Create discovery analytics and automate workflows.…",(Glassdoor est.),,data,30d+
FourKites4 ★,https://media.glassdoor.com/sql/1373559/fourkites-squarelogo-1496824620667.png,4 ★,"https://www.glassdoor.com/job-listing/chief-data-scientist-fourkites-JV_KO0,20_KE21,30.htm?jl=1008931287419",Chief Data Scientist,Remote,$230K - $290K (Employer est.),Drive the research and development of state-of-the-art algorithms and ensure that the data science initiatives add value to our customers and provide a……,(Employer est.),Easy Apply,data,5d
Nou Systems Inc4.8 ★,https://media.glassdoor.com/sql/973298/nou-systems-squarelogo-1508773362023.png,4.8 ★,"https://www.glassdoor.com/job-listing/data-scientist-machine-learning-nou-systems-inc-JV_KO0,31_KE32,47.htm?jl=1008918735990",Data Scientist (Machine Learning),"Colorado Springs, CO",$65K - $100K (Employer est.),"A bachelor’s degree in a STEM field. Demonstrated experience explaining technical concepts and data analysis results to non-specialist audiences, both through……",(Employer est.),Easy Apply,data,12d
Verizon3.8 ★,https://media.glassdoor.com/sql/89/verizon-squareLogo-1628778296366.png,3.8 ★,"https://www.glassdoor.com/job-listing/data-scientist-verizon-JV_KO0,14_KE15,22.htm?jl=1008928739255",Data Scientist,"New York, NY",$93K - $173K (Employer est.),"This role involves working in a complex, multi-functional, Agile team environment with other data scientists and data engineers to develop and productionize……",(Employer est.),,data,6d
Phantom4.2 ★,https://media.glassdoor.com/sql/1742670/phantom-squarelogo-1566390238480.png,4.2 ★,"https://www.glassdoor.com/job-listing/data-scientist-phantom-JV_KO0,14_KE15,22.htm?jl=1008924694364",Data Scientist,"New York, NY",$140K - $220K (Employer est.),"Experience with experiment design and funnel analysis with an understanding of statistical concepts such as selection bias, probability distributions, and……",(Employer est.),,,9d
TransVoyant3 ★,https://media.glassdoor.com/sql/1201205/transvoyant-squarelogo-1477490929987.png,3 ★,"https://www.glassdoor.com/job-listing/data-scientist-transvoyant-JV_KO0,14_KE15,26.htm?jl=1007580159460",Data Scientist,Remote,,Ability to explain technical and statistical findings to non-technical users and decision makers. The ideal candidate will structure data and create the……,,Easy Apply,data,30d+
Flow4.2 ★,https://media.glassdoor.com/sql/258344/flow-traders-squarelogo-1518468128597.png,4.2 ★,"https://www.glassdoor.com/job-listing/data-scientist-flow-JV_KO0,14_KE15,19.htm?jl=1008870447239",Data Scientist,"New York, NY",$130K - $170K (Employer est.),"Strong data visualization skills and ability to present insights from analysis - previous experience with enterprise business intelligence tools, such as Sigma,……",(Employer est.),,data,30d+
Microagility4.7 ★,https://media.glassdoor.com/sql/292759/microagility-squareLogo-1619801441137.png,4.7 ★,"https://www.glassdoor.com/job-listing/data-scientist-microagility-JV_KO0,14_KE15,27.htm?jl=1008915512375",Data Scientist,Remote,,"Ability to understand advanced technical concepts. Knowledge of a variety of statistical analysis techniques. Experience mining databases, manipulating datasets……",,Easy Apply,,13d
"Edaptive Computing, Inc.3.8 ★",https://media.glassdoor.com/sql/347567/edaptive-computing-squarelogo.png,3.8 ★,"https://www.glassdoor.com/job-listing/junior-data-scientist-edaptive-computing-inc-JV_KO0,21_KE22,44.htm?jl=1008668997960",Junior Data Scientist,"Dayton, OH",$80K - $120K (Glassdoor est.),"The developer will research and develop applications leveraging exploratory data analysis, machine learning techniques, and assist in transition to production……",(Glassdoor est.),,data,30d+
HCSC,https://media.glassdoor.com/sql/7427481/hcsc-enterprise-squarelogo-1658314240610.png,,"https://www.glassdoor.com/job-listing/data-scientist-hcsc-JV_KO0,14_KE15,19.htm?jl=1008927916106",Data Scientist,"Chicago, IL",$82K - $117K (Glassdoor est.),"Bachelor’s degree and 1 year of work experience in a mathematical, statistical, computer science, engineering, physics, economics or related quantitative field;……",(Glassdoor est.),,,6d
Northwestern University4.1 ★,https://media.glassdoor.com/sql/3919/northwestern-university-squarelogo-1556164405149.png,4.1 ★,"https://www.glassdoor.com/job-listing/data-scientist-northwestern-university-JV_KO0,14_KE15,38.htm?jl=1008857832076",Data Scientist,"Evanston, IL",,"Deliver data science training: Develop and teach technical workshops on data science, programming, and data visualization topics for researchers.…",,,data,30d+
VivusTech,https://media.glassdoor.com/sql/3269311/vivustech-squarelogo-1664783576819.png,,"https://www.glassdoor.com/job-listing/data-scientist-vivustech-JV_KO0,14_KE15,24.htm?jl=1006414379771",Data Scientist,"Chantilly, VA",$76K - $109K (Glassdoor est.),"Collaborate with business owners, gather requirement, determine the best fitting method of analysis, translate and articulate analytical results, make……",(Glassdoor est.),Easy Apply,,30d+
Signal Systems Corporation,,,"https://www.glassdoor.com/job-listing/signal-processing-and-machine-learning-engineer-signal-systems-corporation-JV_KO0,47_KE48,74.htm?jl=1008827350319",Signal Processing and Machine Learning Engineer,"Millersville, MD",$100K - $159K (Employer est.),"Collaborate with experts in physics-based modeling, signal and image processing, machine learning, and embedded software engineering to develop cross……",(Employer est.),Easy Apply,,30d+
"Systems Planning and Analysis, Inc.4.3 ★",https://media.glassdoor.com/sql/132662/systems-planning-and-analysis-inc-squareLogo-1694085670526.png,4.3 ★,"https://www.glassdoor.com/job-listing/data-scientist-industrial-training-analysis-systems-planning-and-analysis-inc-JV_KO0,43_KE44,77.htm?jl=1008810297919",Data Scientist - Industrial Training Analysis,"Philadelphia, PA",$73K - $107K (Glassdoor est.),"Bachelor’s degree in technical field, including engineering, data analysis, operations, statistical analysis, mathematics, etc.…",(Glassdoor est.),,data,30d+
Machinify3.7 ★,https://media.glassdoor.com/sql/3102945/machinify-squareLogo-1650318920421.png,3.7 ★,"https://www.glassdoor.com/job-listing/data-scientist-analytics-machinify-JV_KO0,24_KE25,34.htm?jl=1008207792256",Data Scientist | Analytics,California,$170K - $230K (Employer est.),Help the cross-functional engineering and data science teams prioritize work and make technical decisions based on measured real-world value.…,(Employer est.),Easy Apply,data,30d+
Caliber Financial Services,https://media.glassdoor.com/sql/7988605/caliber-financial-services-squarelogo-1667460091035.png,,"https://www.glassdoor.com/job-listing/data-scientist-caliber-financial-services-JV_KO0,14_KE15,41.htm?jl=1008925554370",Data Scientist,"Overland Park, KS",$85K - $120K (Glassdoor est.),"Efficiently apply data mining methodologies to minimize credit/fraud losses, maximize response and approval rates, and develop methods to enhance profitability……",(Glassdoor est.),Easy Apply,data,8d
Karyopharm Therapeutics Inc.3.7 ★,https://media.glassdoor.com/sql/1390191/karyopharm-therapeutics-squarelogo-1560724760122.png,3.7 ★,"https://www.glassdoor.com/job-listing/data-scientist-karyopharm-therapeutics-inc-JV_KO0,14_KE15,42.htm?jl=1008922109661",Data Scientist,Remote,$160K - $200K (Employer est.),Keep abreast of the latest developments in the field of data science. The ideal candidate will have experience in leveraging a variety of data science tools and……,(Employer est.),,data,10d
Salesforce4.1 ★,https://media.glassdoor.com/sql/11159/salesforce-com-squarelogo-1413910133565.png,4.1 ★,"https://www.glassdoor.com/job-listing/data-scientist-salesforce-JV_KO0,14_KE15,25.htm?jl=1008933218267",Data Scientist,"Bellevue, WA",$158K - $260K (Employer est.),"Minimum Requirements : Master’s degree, or foreign equivalent, in Computer Science, Mathematics, Engineering, or closely related quantitative discipline, and……",(Employer est.),,,4d
Katalyst Healthcares & Life Sciences3.8 ★,https://media.glassdoor.com/sql/1497911/katalyst-healthcares-and-life-sciences-squarelogo-1496825322729.png,3.8 ★,"https://www.glassdoor.com/job-listing/scientist-2-data-science-katalyst-healthcares-and-life-sciences-JV_KO0,24_KE25,63.htm?jl=1008746985416","Scientist 2, Data Science","Research Triangle Park, NC",$91K - $128K (Glassdoor est.),"A degree in a relevant field such as data science, bioinformatics, computer science, or statistics. Contribute to the design, execution, and interpretation of……",(Glassdoor est.),Easy Apply,data,30d+
Mastercard4.3 ★,https://media.glassdoor.com/sql/3677/mastercard-squarelogo-1468516067022.png,4.3 ★,"https://www.glassdoor.com/job-listing/data-scientist-launch-program-2024-united-states-mastercard-JV_KO0,48_KE49,59.htm?jl=1008816750106","Data Scientist, Launch Program 2024 - United States","O Fallon, MO",$71K - $116K (Glassdoor est.),Aggregates and collates client data sets and conducts data manipulation and technical analysis leveraging industry techniques and best practices to identify……,(Glassdoor est.),,data,30d+
Go Intellects Inc,,,"https://www.glassdoor.com/job-listing/data-scientist-go-intellects-inc-JV_KO0,14_KE15,32.htm?jl=1008938384842",Data Scientist,"Washington, DC",$110.00 Per Hour (Employer est.),"This includes working with DC Government agencies to develop guidance on the responsible and ethical use of AI, helping identify agency needs and suitability of……",(Employer est.),Easy Apply,,1d
Paramount+3.9 ★,https://media.glassdoor.com/sql/40260/paramount-squareLogo-1663339194978.png,3.9 ★,"https://www.glassdoor.com/job-listing/senior-data-scientist-machine-learning-engineer-paramount-JV_KO0,47_KE48,57.htm?jl=1008939174043",Senior Data Scientist / Machine Learning Engineer,"New York, NY",$124K - $165K (Employer est.),"Collaborate with partners across the org to implement data science solutions that inform the business strategy, optimize our content, and guide marketing……",(Employer est.),,data,24h
