Title,Title_URL,Company_name,Location,css1ihavw2,metadata_divcontainsclass_css1ihavw2,Description,Description1,Description2,date,Location3,more_loc_URL,more_loc,Title1,Title_URL1,Titl1,Location1,css1ihav1,metadata_divcontainsclass_css1ihav1,Description3,Descriptio1,date1,more_loc_URL1,more_loc1,Locatio1,Description4
"Data Scientist, Creators",https://www.indeed.com/rc/clk?jk=bc82dc579c5ceb24&fccid=7095ffd299c81ef3&vjs=3,Notion,"San Francisco, CA","$160,000 - $215,000 a year",,,,,"Posted
Posted 24 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd2nrugi47d803&jk=bc82dc579c5ceb24&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-8w8czqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
Decision Scientist,https://www.indeed.com/rc/clk?jk=c3b74f819d32b9f3&fccid=4ed80f3a97849f22&vjs=3,The Walt Disney Company (Corporate),"Lake Buena Vista, FL",,,,,,"Posted
Posted 3 days ago",,,,,,,,,,,,,,,,
"Data Scientist, Remote Sensing",https://www.indeed.com/rc/clk?jk=bff93011e3369d49&fccid=e08122e0e993cc32&vjs=3,Bayer,Remote,"$126,497 - $202,812 a year",Full-time,,,,"Posted
Posted 2 days ago",Remote,https://www.indeed.com/addlLoc/redirect?tk=1hdd2nrugi47d803&jk=bff93011e3369d49&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_DSaoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 11 available locations,,,,,,,,,,,,,
2024 University Graduate - Data Scientist,https://www.indeed.com/rc/clk?jk=09fa128742fe72f7&fccid=f89deb5a97c7738a&vjs=3,Adobe,"Seattle, WA 98103 
(Fremont area)","$82,600 - $153,100 a year",Full-time,,,,"Posted
Posted 30+ days ago",(Fremont area),https://www.indeed.com/addlLoc/redirect?tk=1hdd2nrugi47d803&jk=09fa128742fe72f7&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ZkguqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 5 available locations,,,,,,,,,,,,,
"Decision Scientist, Locations",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A3euUoOlcFOg58Q6nmuUh0Lnp17JpRiT8Tdiqcy7-gI7p08M3fEFGBh_VX8po1S8379XuDb0hU4UL44HwgrCcwtt8drpcwAFx5VKeLVORrxbDZzqmfqr-_UNfwJee8Aql_sni2zee_jWGZzuiUVyWDaJolubtVl1AIg9UdlGkm6yGyyWmgHWPhDeolWOPI24t5Y0ZYged2n9N5vPRAWDCQvJkLhqHLdDC1paLNlUwnHjRIR7VXu4Xmu9BHcH3AYGBaNcCDQWFmfBfKgWd0cCzZai0xw3dreEVv9lAxeg--Oyu3D8ZK5eFLQQvbjazAOX8GrKvunEaa9D-H3xfJeRe4vK6k7lWG_gMZp21OIj9YNm8K8BqfnGN1So3HWyuvCkBCSCXOVYitjzWec4NDLioaP3mrv8-ZC1LfwF7CmeK9RfHtEUVFBz6fUGNtvVusIVGc0FPoKVqvTgH4OslHaxmlEIeZ6zsGpAtWe7cSS5WTlkdH3sAAvAn6wf6Sxv9N9O6EqfAufUYYE0UTXnGKqbUgwjeCpnk3BwdERoI2Ir0Sjb69xUSEZKYdDflRAvz9dxfinJlTV1qee0WJ-Gi6uo9pZcUuoSIaZhZixPB8QakUsw==&xkcb=SoCD-_M3JtNQXpRyp50FbzkdCdPP&p=14&fvj=0&vjs=3,Best Buy,"Richfield, MN 55423",Full-time,Full-time,,,,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D5o2Oz3HqsSm2luAX6nIBL6zkznp9GLNwT6U20ynRgycFDGT08uEecAzdFaQpyA3Yl5BLVwAxflKFw8VqEJMVJDpc3NgXIR0ji9skWgTXp_AMYxFsvrqw3eFGgQRQxLIw_5O3VJqyffFfZLEDJhbEzHlsdVEI_zkpM4Q9FTgZE0TOISIvyuPGGbM9kXr1p6kjy2wj647IKAzLC6lDPtZInlRqYO91M24evwxAf6VhoKmuT74PR7r3F1a10L2j05ivQFaStWznziyCLmlAAbNbsEnlIUHkdyEsa49LwN0aUFM87V3XLbS12AMOgYrtcCQlVmfEtFeDDhuwseUz00GXgLx7CrQv3T_LyTajlw1GrzKyFOmFchHqtoKv-CpCVdLxAIGrf8k1ZgVq736EbIbboRGrxru65ejqNuBb_lFhZ23iUsGsCrK6gbLlDQlNiiLiD-Wl1-xsfEqPwwIyGnsySAucbcaWlOvfNHHfp9mK4zJW-5CSjNneFAmk5ovFaQqiL_TkK0_nVOFm5Bt6zywIZzGBvo6FaNKTs93jL1b5so4iX0lzhje6erwaPrBqSFIpiJm2p4PhYAaHW4_uUnSccL19hqhs8LE22T5GfyZ3bBat6YKAV0FIifHjzSPyR9S2LKLky8bFa1nTUq4bT8fFEA5eUfX2MC3a3bYiZL_Ovl4dyXp5DG7nQ39hRWoJmScNfIubsNTBWhbXUHnMZ1muXF1W-dc8gIV8rAw1tc7UuOX1qAN1m7t_KOXUPHwlr8MW85hgqI82USr_Kevp3rUSwHWN0eYy0J11-YowDt5unI5qtjJCiV8oh16UfzmxG2n4BMzr9BoSvyUJFoYzEyzkJ8Mdhy_18thx38q7YJyM-tAGcAP_3cNcncZTl7DyZdmtQvH873ncI160LPl4k2xoBWewPPqK8AQVUqjxPJ8GD0TB_BVUxUj3ggMWPJ9JvjQf2iEAel0f7bxRn-ru9ctTn1C7W0UvUigk=&xkcb=SoBe-_M3JtNtR9QgQR0IbzkdCdPP&p=0&fvj=1&vjs=3,Federal Bureau of Investigation,"Huntsville, AL","$59,319 - $129,878 a year",Full-time,Identify opportunities for improving business and mission outcomes through applying data science and analytics techniques.,data,Must be a U.S. citizen.,"Employer
Active 17 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd2okm5i6m8800&jk=f4296ca0646df58f&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_dJqoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 2 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/company/Cognize-tech-solutions/jobs/Data-Scientist-19c0f904e582d0c7?fccid=f4398aa555827ed9&vjs=3,COGNIZE TECH SOLUTIONS,Remote,"$65,000 - $80,000 a year","Full-time
+1"," Using tools such as Tableau, Looker and GoogleData Studio to aggregate data from across our software tools to build and develop dashboards for both client…",data,,"Employer
Active 3 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist/GIS Specialist,https://www.indeed.com/rc/clk?jk=ed670b3a4d30bc65&fccid=f0f1f75e7a34ab34&vjs=3,Utah State University,"Logan, UT 84322 
(Hillcrest area)",$15 an hour,Part-time,The successful applicant will contribute to data management and analysis of aquatic insect biodiversity data.,data,Basic knowledge of additional standard programming…,"Posted
Posted 1 day ago",(Hillcrest area),,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=092e58153dc6e1c1&fccid=6f31e2074a3d8a7b&vjs=3,Northwell Health,"Lake Success, NY 11020","$75,020 - $126,250 a year",Full-time,"Minimum of two (2) years of post-graduate training or experience involving quantitative data analysis, required and working with clinical data, data science,…",data,,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Associate Data Scientist,https://www.indeed.com/rc/clk?jk=24c5d44852b4578b&fccid=c4bc23324dcf8d3c&vjs=3,Anheuser-Busch,"St. Louis, MO","$74,400 - $88,350 a year",Full-time,"1+ years of real-world experience as a data scientist, mathematician, or operations specialist applying optimization techniques, statistical/econometric and/or…",data,,"Posted
Posted 5 days ago",,,,,,,,,,,,,,,,
Jr. Data Scientist,https://www.indeed.com/rc/clk?jk=f420fd336c4b892f&fccid=90364bdd6d185b45&vjs=3,ClimateAI,Remote,,,Background in data analysis and machine learning (NNs and decision-tree based regression and classification).,data,Experience working with large data sets.,"Posted
Posted 16 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=ab50cfa59689a924&fccid=dd616958bd9ddc12&vjs=3,,"Pasadena, CA","$72,000 - $132,000 a year",Full-time,"Knowledge and deployment of advanced statistical and machine learning concepts used in big data analysis including non-parametric tests, ANOVA, mixed models,…",data,,"Posted
Posted 5 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd2okm5i6m8800&jk=ab50cfa59689a924&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DkAPNhxfyBwZ0bmZ0Y2yqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 4 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=bff36fd9f50d8b87&fccid=54a1830e9cce3cc0&vjs=3,Flow,"New York, NY 10012 
(NoHo area)","$130,000 - $170,000 a year",Full-time,"Strong data visualization skills and ability to present insights from analysis - previous experience with enterprise business intelligence tools, such as Sigma,…",data,,"Posted
Posted 30+ days ago",(NoHo area),,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=384184835f4a8f66&fccid=bb307ecf9644ad08&vjs=3,Phantom,"Remote in New York, NY","$140,000 - $220,000 a year",Flextime,Empower the company with data - Generate and communicate data-driven insights to influence product and business decisions.,data,,"Posted
Posted 9 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=2b9e92179d9761df&fccid=ef4be98af276034b&vjs=3,Kraft Heinz Company,"Hybrid remote in Chicago, IL",,,You are proficient in machine learning to deliver clustering- time series- classification- regression- anomaly detection- simulation- and optimization queries.,,,"Posted
Posted 30+ days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd2okm5i6m8800&jk=2b9e92179d9761df&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ghZ4aqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=74ebb68410b35cc9&fccid=74540dcd08f53d72&vjs=3,UCLA Health,"Los Angeles, CA 90095",$26.20 - $51.39 an hour,,Knowledge and deployment of advanced statistical and machine learning concepts used in big data analysis.,data,Experience in working with high-performance computing…,"Posted
Posted 30+ days ago",,,,,,,,,,,,,,,,
Machine Learning Data Scientist - Inventory Algorithms,https://www.indeed.com/rc/clk?jk=624765d7faf16bfe&fccid=1c70eede37c5caee&vjs=3,Stitch Fix,Remote,"$160,000 - $194,000 a year",,This link leads to the machine readable files that are made available in response to the federal Transparency in Coverage Rule and includes negotiated service…,,,"Posted
Posted 30+ days ago",Remote,https://www.indeed.com/addlLoc/redirect?tk=1hdd2okm5i6m8800&jk=624765d7faf16bfe&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_VicQHqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=302c2cb445356d22&fccid=be3b11aa573faee7&vjs=3,CVS Health,"New York, NY 10013 
(SoHo area)","$80,500 - $170,000 a year",Full-time,"Develops data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needs.",data,,"Posted
Posted 2 days ago",(SoHo area),https://www.indeed.com/addlLoc/redirect?tk=1hdd2okm5i6m8800&jk=302c2cb445356d22&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_5_cIVqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
"Data Scientist, Model e",https://www.indeed.com/rc/clk?jk=44883a2af6aab52e&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company,"Remote in Detroit, MI 48216",Full-time,Full-time,"3+ years of experience, with specific focus on data science and machine learning.",data,3+ years of SQL experience for data manipulation/data engineering.,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Associate Data Scientist,https://www.indeed.com/rc/clk?jk=3a274625555d05ef&fccid=a3b51ece17c02aae&vjs=3,ABBVIE,"Lake County, IL",Full-time,Full-time,"Stay up-to-date with the latest developments in machine learning, NLP, and other relevant technologies.",Data,"As an Associate Data Scientist, you will play a crucial…","Posted
Posted 19 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd2okm5i6m8800&jk=3a274625555d05ef&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-d_K0NqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D5o2Oz3HqsSm2luAX6nIBL6zkznp9GLNwT6U20ynRgycFDGT08uEecAzdFaQpyA3Yl5BLVwAxflKFw8VqEJMVJDpc3NgXIR0ji9skWgTXp_AMYxFsvrqw3eFGgQRQxLIw_5O3VJqyffFfZLEDJhbEzHlsdVEI_zkpM4Q9FTgZE0TOISIvyuPGGbM9kXr1p6kjy2wj647IKAzLC6lDPtZInlRqYO91M24evwxAf6VhoKmuT74PR7r3F1a10L2j05ivQFaStWznziyCLmlAAbNbsEnlIUHkdyEsa49LwN0aUFM87V3XLbS12AMOgYrtcCQlVmfEtFeDDhuwseUz00GXgLx7CrQv3T_LyTajlw1GrzKyFOmFchHqtoKv-CpCVdLxAIGrf8k1ZgVq736EbIbboRGrxru65ejqNuBb_lFhZ23iUsGsCrK6gbLlDQlNiiLiD-Wl1-xsfEqPwwIyGnsySAucbcaWlOvfNHHfp9mK4zJW-5CSjNneFAmk5ovFaQqiL_TkK0_nVOFm5Bt6zywIZzGBvo6FaNKTs93jL1b5so4iX0lzhje6erwaPrBqSFIpiJm2p4PhYAaHW4_uUnSccL19hqhs8LE22T5GfyZ3bBat6YKAV0FIifHjzSPyR9S2LKLky8bFa1nTUq4bT8fFEA5eUfX2MC3a3bYiZL_Ovl4dyXp5DG7nQ39hRWoJmScNfIubsNTBWhbXUHnMZ1muXF1W-dc8gIV8rAw1tc7UuOX1qAN1m7t_KOXUPHwlr8MW85hgqI82USr_Kevp3rUSwHWN0eYy0J11-YowDt5unI5qtjJCiV8oh16UfzmxG2n4BMzr9BoSvyUJFoYzEyzkJ8Mdhy_18thx38q7YJyM-tAGcAP_3cNcncZTl7DyZdmtQvH873ncI160LPl4k2xoBWewPPqK8AQVUqjxPJ8GD0TB_BVUxUj3ggMWPJ9JvjQf2iEAel0f7bxRn-ru9ctTn1C7W0UvUigk=&xkcb=SoBe-_M3JtNtR9QgQR0IbzkdCdPP&p=0&fvj=1&vjs=3,Federal Bureau of Investigation,"Huntsville, AL","$59,319 - $129,878 a year",Full-time,Identify opportunities for improving business and mission outcomes through applying data science and analytics techniques.,data,Must be a U.S. citizen.,"Employer
Active 17 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd2okm5i6m8800&jk=f4296ca0646df58f&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_dJqoQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 2 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/company/Cognize-tech-solutions/jobs/Data-Scientist-19c0f904e582d0c7?fccid=f4398aa555827ed9&vjs=3,COGNIZE TECH SOLUTIONS,Remote,"$65,000 - $80,000 a year","Full-time
+1"," Using tools such as Tableau, Looker and GoogleData Studio to aggregate data from across our software tools to build and develop dashboards for both client…",data,,"Employer
Active 3 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist/GIS Specialist,https://www.indeed.com/rc/clk?jk=ed670b3a4d30bc65&fccid=f0f1f75e7a34ab34&vjs=3,Utah State University,"Logan, UT 84322 
(Hillcrest area)",$15 an hour,Part-time,The successful applicant will contribute to data management and analysis of aquatic insect biodiversity data.,data,Basic knowledge of additional standard programming…,"Posted
Posted 1 day ago",(Hillcrest area),,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=092e58153dc6e1c1&fccid=6f31e2074a3d8a7b&vjs=3,Northwell Health,"Lake Success, NY 11020","$75,020 - $126,250 a year",Full-time,"Minimum of two (2) years of post-graduate training or experience involving quantitative data analysis, required and working with clinical data, data science,…",data,,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Associate Data Scientist,https://www.indeed.com/rc/clk?jk=24c5d44852b4578b&fccid=c4bc23324dcf8d3c&vjs=3,Anheuser-Busch,"St. Louis, MO","$74,400 - $88,350 a year",Full-time,"1+ years of real-world experience as a data scientist, mathematician, or operations specialist applying optimization techniques, statistical/econometric and/or…",data,,"Posted
Posted 5 days ago",,,,,,,,,,,,,,,,
Jr. Data Scientist,https://www.indeed.com/rc/clk?jk=f420fd336c4b892f&fccid=90364bdd6d185b45&vjs=3,ClimateAI,Remote,,,Background in data analysis and machine learning (NNs and decision-tree based regression and classification).,data,Experience working with large data sets.,"Posted
Posted 16 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=ab50cfa59689a924&fccid=dd616958bd9ddc12&vjs=3,,"Pasadena, CA","$72,000 - $132,000 a year",Full-time,"Knowledge and deployment of advanced statistical and machine learning concepts used in big data analysis including non-parametric tests, ANOVA, mixed models,…",data,,"Posted
Posted 5 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd2okm5i6m8800&jk=ab50cfa59689a924&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3DkAPNhxfyBwZ0bmZ0Y2yqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 4 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=bff36fd9f50d8b87&fccid=54a1830e9cce3cc0&vjs=3,Flow,"New York, NY 10012 
(NoHo area)","$130,000 - $170,000 a year",Full-time,"Strong data visualization skills and ability to present insights from analysis - previous experience with enterprise business intelligence tools, such as Sigma,…",data,,"Posted
Posted 30+ days ago",(NoHo area),,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=384184835f4a8f66&fccid=bb307ecf9644ad08&vjs=3,Phantom,"Remote in New York, NY","$140,000 - $220,000 a year",Flextime,Empower the company with data - Generate and communicate data-driven insights to influence product and business decisions.,data,,"Posted
Posted 9 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=2b9e92179d9761df&fccid=ef4be98af276034b&vjs=3,Kraft Heinz Company,"Hybrid remote in Chicago, IL",,,You are proficient in machine learning to deliver clustering- time series- classification- regression- anomaly detection- simulation- and optimization queries.,,,"Posted
Posted 30+ days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd2okm5i6m8800&jk=2b9e92179d9761df&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-ghZ4aqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=74ebb68410b35cc9&fccid=74540dcd08f53d72&vjs=3,UCLA Health,"Los Angeles, CA 90095",$26.20 - $51.39 an hour,,Knowledge and deployment of advanced statistical and machine learning concepts used in big data analysis.,data,Experience in working with high-performance computing…,"Posted
Posted 30+ days ago",,,,,,,,,,,,,,,,
Machine Learning Data Scientist - Inventory Algorithms,https://www.indeed.com/rc/clk?jk=624765d7faf16bfe&fccid=1c70eede37c5caee&vjs=3,Stitch Fix,Remote,"$160,000 - $194,000 a year",,This link leads to the machine readable files that are made available in response to the federal Transparency in Coverage Rule and includes negotiated service…,,,"Posted
Posted 30+ days ago",Remote,https://www.indeed.com/addlLoc/redirect?tk=1hdd2okm5i6m8800&jk=624765d7faf16bfe&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_VicQHqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=302c2cb445356d22&fccid=be3b11aa573faee7&vjs=3,CVS Health,"New York, NY 10013 
(SoHo area)","$80,500 - $170,000 a year",Full-time,"Develops data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needs.",data,,"Posted
Posted 2 days ago",(SoHo area),https://www.indeed.com/addlLoc/redirect?tk=1hdd2okm5i6m8800&jk=302c2cb445356d22&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_5_cIVqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
"Data Scientist, Model e",https://www.indeed.com/rc/clk?jk=44883a2af6aab52e&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company,"Remote in Detroit, MI 48216",Full-time,Full-time,"3+ years of experience, with specific focus on data science and machine learning.",data,3+ years of SQL experience for data manipulation/data engineering.,"Posted
Posted 2 days ago",,,,,,,,,,,,,,,,
Associate Data Scientist,https://www.indeed.com/rc/clk?jk=3a274625555d05ef&fccid=a3b51ece17c02aae&vjs=3,ABBVIE,"Lake County, IL",Full-time,Full-time,"Stay up-to-date with the latest developments in machine learning, NLP, and other relevant technologies.",Data,"As an Associate Data Scientist, you will play a crucial…","Posted
Posted 19 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd2okm5i6m8800&jk=3a274625555d05ef&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-d_K0NqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 4 available locations,,,,,,,,,,,,,
"Data Scientist, Creators",https://www.indeed.com/rc/clk?jk=2824c5aedfa6e2ae&fccid=7095ffd299c81ef3&vjs=3,Notion,"New York, NY","$160,000 - $215,000 a year",,"You'll partner closely with a product, engineering, and marketing pillar at every step of the development process, driving forward data science and analytics…",data,,"Posted
Posted 24 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd2pa9hk7co801&jk=2824c5aedfa6e2ae&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-8w8czqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 3 available locations,,,,,,,,,,,,,
Data Engineer/Data Scientist,https://www.indeed.com/rc/clk?jk=e6243931b07ddf9f&fccid=ebee1b9387408320&vjs=3,Compact Information Systems LLC,"Remote in Redmond, WA 98052","$130,000 - $150,000 a year",,"Design and implement data models for predictive analytics, machine learning, and data exploration.",data,"The ideal candidate will play a critical role in designing,…","Posted
Posted 12 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=9bcd4ac962caba45&fccid=bb0f3a7bae7542f8&vjs=3,IT Consulting Services,Pennsylvania,,,Clean and manipulate raw data using statistical software for better and more efficient health data and aid innovations in the pharmaceutical industry.,data,,"Posted
Posted 30+ days ago",,,,,,,,,,,,,,,,
DATA SCIENTIST,https://www.indeed.com/rc/clk?jk=e66611ac46a70a69&fccid=c3b8389ba1f05d96&vjs=3,U.S. Army Cyber Command,"Phoenix, AZ","$72,037 - $133,472 a year",Full-time,"GG-12:assisting in identifying opportunities through the use of statistical, algorithmic, mining and visualization techniques; operating coding systems, such as…",,,"Posted
Posted 6 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd2pa9hk7co801&jk=e66611ac46a70a69&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-5Z6oQGwoJbm9ybXRpdGxlGg5kYXRhIHNjaWVudGlzdA%253D%253D,View all 4 available locations,,,,,,,,,,,,,
Jr. Data Scientist - ACF (Remote),https://www.indeed.com/rc/clk?jk=0096efcd29c7f0b4&fccid=8b22f554365eedee&vjs=3,Jefferson Consulting Group,"Remote in Washington, DC",Full-time,Full-time,1-3 years of progressive work experience in data analytics and data presentations.,data,Analyze and summarize data calls from various sources of data collection such…,"Posted
Posted 30+ days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=c778d9c8fbe856fc&fccid=58e89c5d2ddf3727&vjs=3,Frankenmuth Insurance Company,Remote in Michigan,Full-time,Full-time,"Summary: Under direct supervision and following standard procedures, applies advanced analytical techniques to complex data sets to develop distinctive…",data,,"Posted
Posted 5 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd2pa9hk7co801&jk=c778d9c8fbe856fc&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA_21jCqEBsKCW5vcm10aXRsZRoOZGF0YSBzY2llbnRpc3Q%253D,View all 2 available locations,,,,,,,,,,,,,
Data Scientist (Remote),https://www.indeed.com/rc/clk?jk=1bfc37543f33f2ed&fccid=af95ff2f9c48b702&vjs=3,Vail Resorts,Remote,"$82,800 - $106,425 a year",Full-time,"Support scalable machine learning solutions that positively impact marketing campaigns, operational excellence, and the guest experience.",,,"Posted
Posted 10 days ago",Remote,,,,,,,,,,,,,,,
Data Scientist Specialist/Bioinformatics Specialist,https://www.indeed.com/rc/clk?jk=b828ccfd3e115798&fccid=595d42593839d3a2&vjs=3,3M,"Remote in Maplewood, MN","$115,607 - $141,298 a year",Full-time,"Interface with data scientists from across the company to leverage and develop new state of the art machine learning tools, data analysis capabilities, and…",data,,"Posted
Posted 26 days ago",,,,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=67afbb127ada89f5&fccid=e9dea89248d8010f&vjs=3,BSE Global,"Brooklyn, NY","$90,000 - $105,000 a year",,"Maintain the health of machine learning systems, including speed, model accuracy, reliability, and performance.",,Comfortable with command line tools and GitHub.,"Posted
Posted 3 days ago",,https://www.indeed.com/addlLoc/redirect?tk=1hdd2pa9hk7co801&jk=67afbb127ada89f5&dest=%2Fjobs%3Fq%3Ddata%2Bscientist%26l%3DUnited%2BStates%26grpKey%3D8gcGdG5mdGNsuA-y09MpqhAbCglub3JtdGl0bGUaDmRhdGEgc2NpZW50aXN0,View all 2 available locations,,,,,,,,,,,,,
Data Scientist,https://www.indeed.com/rc/clk?jk=703f3910a0ec488e&fccid=901337852c4e0e82&vjs=3,Ascendion,"Remote in Redmond, WA 98052","$125,000 - $175,000 a year",,"Benefits: The Company offers the following benefits for this position, subject to applicable eligibility requirements: [medical insurance] [dental insurance] …",,,"Posted
Posted 3 days ago",,,,,,,,,,,,,,,,
Data Scientist/Quantitative Analyst,https://www.indeed.com/rc/clk?jk=5b1df7374a0aa25d&fccid=e1c9c509af506a08&vjs=3,Federal Reserve Bank of Minneapolis,"Hybrid remote in Minneapolis, MN 55401",Full-time,Full-time,"Bachelor's degree in quantitative subject such as computer science, statistics, mathematics, physics, engineering, or degree in another subject such as finance,…",,,"Posted
Posted 11 days ago",,,,,,,,,,,,,,,,
